condition,method,capacity,stage,accuracy,nll,current_examples,historical_available,introductions,current_reviews,historical_reviews,actual_historical_fraction,actual_historical_fraction_after_introduction,target_historical_fraction_after_introduction,training_forwards,training_backwards,quality_forwards,recompute_forwards,optimizer_steps,mean_batch_size,minimum_batch_size,full_batch_fraction,cumulative_presentations,cumulative_optimizer_steps,training_wall_seconds,cumulative_training_wall_seconds,evaluation_forwards,evaluation_wall_seconds,cumulative_evaluation_wall_seconds,loader_wall_seconds,scheduler_wall_seconds,checkpoint_wall_seconds,peak_vram_bytes,clock_advance,final_clock,historical_due,current_due,never_historically_replayed,quality_0_count,quality_1_count,quality_2_count,quality_3_count,quality_4_count,quality_5_count
srt_h1024,srt,1024,15,86.15863141524106,0.5745518734568313,465,7242,465,1116,4375,0.734553391537945,0.7967583318156984,0.8,5956,5956,0,0,94,63.361702127659576,17,0.9787234042553191,85836,1960,16.60995996929705,248.92355075106025,1929,4.176819169893861,35.856820004060864,6.117197835817933,0.31266056187450886,0.5680027939379215,4194766336,0,1981,1742.0,144.0,585,1077.0,450.0,576.0,631.0,585.0,2637.0
srt_h1024,srt,1024,16,85.0145489815713,0.608927388080561,529,7707,529,1155,4528,0.7289117836445589,0.796762273447123,0.8,6212,6212,0,0,98,63.38775510204081,17,0.9795918367346939,92048,2058,17.27090271934867,266.1944534704089,2062,4.5824312921613455,40.43925129622221,6.38094586879015,0.3356139753013849,0.5443481598049402,4194790912,0,2079,2078.0,202.0,660,1137.0,457.0,573.0,646.0,597.0,2802.0
srt_h1024,srt,1024,17,85.6946983546618,0.6038145553480405,498,8236,498,1136,4454,0.7316031537450722,0.7967799642218247,0.8,6088,6088,0,0,96,63.416666666666664,22,0.9791666666666666,98136,2154,17.076789306476712,283.27124277688563,2188,4.779617980122566,45.218869276344776,6.316135596483946,0.3428943157196045,0.6070421207696199,4194815488,0,2175,2489.0,204.0,657,1188.0,505.0,614.0,645.0,599.0,2537.0
srt_h1024,srt,1024,18,85.17872711421099,0.6358304936859854,423,8734,423,1077,4288,0.7408431237042156,0.7992544268406337,0.8,5788,5788,0,0,91,63.604395604395606,39,0.978021978021978,103924,2245,16.297568084672093,299.5688108615577,2294,5.032070770859718,50.250940047204494,6.184812294319272,0.35979413613677025,0.4307637047022581,4194840064,0,2266,2842.0,42.0,635,1060.0,413.0,538.0,616.0,503.0,2658.0
srt_h1024,srt,1024,19,84.93549729504785,0.6342918921640279,433,9157,433,1083,4312,0.7398764584763212,0.7992585727525486,0.8,5828,5828,0,0,92,63.34782608695652,19,0.9782608695652174,109752,2337,16.524980131536722,316.09379099309444,2403,5.124303622171283,55.37524366937578,6.128209363669157,0.3816516697406769,0.6248022634536028,4194864640,0,2358,3132.0,80.0,692,1088.0,430.0,519.0,555.0,536.0,2700.0
srt_h1024,srt,1024,20,83.98562300319489,0.7089668522268188,406,9590,406,1067,4247,0.7424825174825175,0.7992096349266089,0.8,5720,5720,0,0,91,62.857142857142854,2,0.978021978021978,115472,2428,16.31028325855732,332.40407425165176,2504,5.411628821864724,60.7868724912405,5.8131350595504045,0.4909964110702276,0.7844341546297073,4194889216,0,2449,3395.0,83.0,684,1131.0,433.0,509.0,586.0,563.0,2498.0
srt_h1024,srt,1024,21,84.59214501510574,0.6517672903191755,579,9996,579,1185,4648,0.7248908296943232,0.7968455340305161,0.8,6412,6412,0,0,102,62.86274509803921,3,0.9803921568627451,121884,2530,17.749073261395097,350.15314751304686,2648,5.741739263758063,66.52861175499856,6.252941286191344,0.42665078304708004,0.7394677735865116,4194913792,0,2551,3666.0,202.0,837,1244.0,489.0,536.0,610.0,630.0,2903.0
srt_h1024,srt,1024,22,83.5621387283237,0.7027124091078027,480,10575,480,1125,4411,0.7332114361702128,0.7967846820809249,0.8,6016,6016,0,0,95,63.32631578947368,32,0.9789473684210527,127900,2625,17.235904432833195,367.38905194588006,2768,6.032283591106534,72.5608953461051,6.225533122196794,0.574197193607688,0.75658686645329,4194938368,0,2646,4177.0,142.0,860,1230.0,478.0,557.0,575.0,519.0,2657.0
srt_h1024,srt,1024,23,83.95147313691508,0.7022689182284153,468,11055,468,1117,4383,0.734416890080429,0.7969090909090909,0.8,5968,5968,0,0,94,63.48936170212766,20,0.9787234042553191,133868,2719,16.58716824837029,383.97622019425035,2885,6.45915899425745,79.02005434036255,5.739544719457626,0.43469421938061714,0.8065891154110432,4194962944,0,2740,4446.0,207.0,877,1290.0,453.0,584.0,578.0,520.0,2543.0
srt_h1024,srt,1024,24,82.66576910131269,0.7822754362812836,344,11523,344,1016,4112,0.7514619883040936,0.8018720748829953,0.8,5472,5472,0,0,87,62.89655172413793,8,0.9770114942528736,139340,2806,16.004640204831958,399.9808603990823,2971,6.604713823646307,85.62476816400886,5.994610475376248,0.42610206454992294,0.7718728687614202,4194987520,0,2827,4869.0,41.0,765,1088.0,433.0,531.0,575.0,552.0,2293.0
srt_h1024,srt,1024,25,82.74044795783927,0.7412582539887935,259,11867,259,815,4058,0.7907248636009353,0.8327518982146521,0.8,5132,5132,0,0,82,62.58536585365854,3,0.975609756097561,144472,2888,14.681601157411933,414.66246155649424,3036,6.756954859942198,92.38172302395105,5.414688270539045,0.4134824648499489,0.5505088251084089,4195012096,0,2909,4972.0,15.0,622,1015.0,412.0,483.0,503.0,509.0,2210.0
srt_h1024,srt,1024,26,82.52611585944919,0.754397189195137,493,12126,493,1133,4442,0.7320369149637442,0.7967713004484305,0.8,6068,6068,0,0,96,63.208333333333336,7,0.9791666666666666,150540,2984,17.715452829375863,432.3779143858701,3159,7.163881016895175,99.54560404084623,6.704881662502885,0.49964916706085205,0.7393296454101801,4195036672,0,3005,5263.0,131.0,784,1268.0,475.0,498.0,559.0,549.0,2719.0
srt_h1024,srt,1024,27,82.42665036674816,0.7652918355504926,450,12619,450,1107,4339,0.7359226594301221,0.7967315460888725,0.8,5896,5896,0,0,94,62.723404255319146,2,0.9787234042553191,156436,3078,17.38048168644309,449.7583960723132,3272,7.362009653821588,106.90761369466782,6.470607411116362,0.49365957267582417,0.889141608029604,4195061248,0,3099,5640.0,111.0,865,1270.0,421.0,524.0,519.0,504.0,2658.0
srt_h1024,srt,1024,28,81.97984588026081,0.7763431762318803,404,13069,404,1065,4243,0.7428221288515406,0.799359457422758,0.8,5712,5712,0,0,90,63.46666666666667,20,0.9777777777777777,162148,3168,17.089804073795676,466.84820014610887,3374,7.95890536531806,114.86651905998588,6.408766338601708,0.5005188006907701,0.9955809824168682,4195085824,0,3189,5971.0,37.0,873,1176.0,468.0,524.0,558.0,505.0,2481.0
srt_h1024,srt,1024,29,81.39334862385321,0.8053118034313705,456,13473,456,1110,4354,0.735472972972973,0.7968521229868228,0.8,5920,5920,0,0,94,62.97872340425532,8,0.9787234042553191,168068,3262,17.63407113775611,484.482271283865,3488,8.32038914784789,123.18690820783377,6.681304240599275,0.541124751791358,0.8666314799338579,4195110400,0,3283,6252.0,115.0,935,1268.0,470.0,493.0,564.0,552.0,2573.0
srt_h1024,srt,1024,30,81.01026472177202,0.7940614199122077,856,13929,856,1354,5310,0.7061170212765957,0.7968187274909964,0.8,7520,7520,0,0,119,63.19327731092437,8,0.9831932773109243,175588,3381,21.820445699617267,506.30271698348224,3702,8.770527265965939,131.9574354737997,8.04850771278143,0.7024076413363218,0.8510445430874825,4195134976,0,3402,6688.0,491.0,1313,1531.0,603.0,619.0,699.0,617.0,3451.0
srt_h1024,srt,1024,31,81.21069182389937,0.7868969470562162,458,14785,458,1111,4359,0.7353238866396761,0.7968921389396709,0.8,5928,5928,0,0,94,63.06382978723404,10,0.9787234042553191,181516,3475,17.82605730742216,524.1287742909044,3816,8.958331683650613,140.91576715745032,6.678321605548263,0.6054325345903635,0.9963930547237396,4195159552,0,3496,7363.0,104.0,1246,1267.0,435.0,538.0,571.0,506.0,2611.0
srt_h1024,srt,1024,32,81.19418218933401,0.8062550615984714,408,15243,408,1068,4252,0.74231843575419,0.7992481203007519,0.8,5728,5728,0,0,91,62.94505494505494,8,0.978021978021978,187244,3566,17.137105960398912,541.2658802513033,3919,9.38521240092814,150.30097955837846,6.326430289074779,0.6125903092324734,0.9591465294361115,4195184128,0,3587,7811.0,95.0,1191,1291.0,450.0,511.0,542.0,517.0,2417.0
srt_h1024,srt,1024,33,81.6377171215881,0.7940107375047207,443,15651,443,1089,4336,0.7389229720518065,0.7992626728110599,0.8,5868,5868,0,0,92,63.78260869565217,49,0.9782608695652174,193112,3658,17.521840050816536,558.7877203021199,4030,9.628009056672454,159.9289886150509,6.465425943955779,0.6415020376443863,0.9553885236382484,4195209728,0,3679,8035.0,65.0,1200,1186.0,390.0,491.0,556.0,504.0,2741.0
srt_h1024,srt,1024,34,82.04878048780488,0.7959240075682172,282,16094,282,858,4084,0.7817764165390505,0.8263860785107244,0.8,5224,5224,0,0,83,62.93975903614458,14,0.9759036144578314,198336,3741,15.661598198115826,574.4493185002357,4100,9.564451927319169,169.49344054237008,6.010158114135265,0.5844628699123859,0.6486912220716476,4195234304,0,3762,8264.0,20.0,1087,1083.0,405.0,470.0,517.0,495.0,2254.0
srt_h1024,srt,1024,35,81.56095260551757,0.8093563708122437,563,16376,563,1175,4610,0.7262129804662886,0.7968885047536733,0.8,6348,6348,0,0,100,63.48,25,0.98,204684,3841,18.919760113582015,593.3690786138177,4241,10.261177847161889,179.75461838953197,6.904043244197965,0.6835649218410254,0.9749926794320345,4195258880,0,3862,8590.0,203.0,1240,1333.0,443.0,533.0,595.0,568.0,2876.0
srt_h1024,srt,1024,36,81.61547212741752,0.8015028010999891,619,16939,619,1210,4743,0.7216981132075472,0.7967411389215522,0.8,6572,6572,0,0,104,63.19230769230769,1,0.9807692307692307,211256,3945,19.7810813523829,613.1501599662006,4395,10.509167177602649,190.26378556713462,7.461929744109511,0.7725023198872805,0.9518893528729677,4195283456,0,3966,9031.0,244.0,1436,1294.0,466.0,536.0,575.0,555.0,3146.0
srt_h1024,srt,1024,37,80.64586994727593,0.8523886098691712,632,17558,632,1217,4775,0.7208635265700483,0.7968958611481975,0.8,6624,6624,0,0,104,63.69230769230769,40,0.9807692307692307,217880,4049,19.787640646100044,632.9378006123006,4552,10.682127073407173,200.9459126405418,7.3501637522131205,0.7562671657651663,1.011668086051941,4195308032,0,4070,9641.0,289.0,1567,1513.0,485.0,626.0,574.0,591.0,2835.0
srt_h1024,srt,1024,38,80.83067092651757,0.8215293942344436,575,18190,575,1183,4638,0.725140712945591,0.7967703143789727,0.8,6396,6396,0,0,100,63.96,61,0.98,224276,4149,19.56121906079352,652.4990196730942,4695,10.998876668512821,211.9447893090546,7.429260268807411,0.7928966581821442,1.0732046011835337,4195332608,0,4170,10267.0,206.0,1616,1420.0,442.0,565.0,579.0,556.0,2834.0
srt_h1024,srt,1024,39,81.16032439176544,0.8242651584485194,459,18765,459,1112,4361,0.7351652056641942,0.7968207564407089,0.8,5932,5932,0,0,94,63.1063829787234,11,0.9787234042553191,230208,4243,18.851677898317575,671.3506975714117,4809,11.308496689423919,223.25328599847853,7.300590563565493,0.9090968128293753,1.0821749437600374,4195357184,0,4264,10786.0,138.0,1591,1353.0,428.0,513.0,559.0,532.0,2547.0
srt_h1024,srt,1024,40,81.05922781483727,0.8305037457628852,554,19224,554,1170,4588,0.7268694550063372,0.7968044459881903,0.8,6312,6312,0,0,99,63.75757575757576,42,0.9797979797979798,236520,4342,19.07453863695264,690.4252362083644,4947,11.586510675027966,234.8397966735065,6.967384377494454,0.8437151815742254,1.0893079731613398,4195381760,0,4363,11141.0,228.0,1657,1422.0,493.0,571.0,552.0,542.0,2732.0
srt_h1024,srt,1024,41,80.62139016132245,0.8319808734884276,297,19778,297,930,4057,0.7677895533686601,0.8135151393623421,0.8,5284,5284,0,0,83,63.66265060240964,41,0.9759036144578314,241804,4425,16.465684367343783,706.8909205757082,5021,11.864527912810445,246.70432458631694,5.918777588754892,0.8855754975229502,1.1694826651364565,4195406336,0,4446,11551.0,11.0,1491,1068.0,396.0,476.0,548.0,509.0,2287.0
srt_h1024,srt,1024,42,80.99670350979251,0.8421782570971751,548,20075,548,1166,4574,0.7274173027989822,0.7968641114982579,0.8,6288,6288,0,0,99,63.515151515151516,36,0.9797979797979798,248092,4524,19.09092908166349,725.9818496573716,5157,12.201503939926624,258.90582852624357,6.782495878636837,0.8838397022336721,1.2945854533463717,4195430912,0,4545,11835.0,229.0,1589,1420.0,487.0,557.0,590.0,551.0,2683.0
srt_h1024,srt,1024,43,80.52541404911479,0.8375126214745326,382,20623,382,1039,4203,0.7473328591749644,0.8017932086989699,0.8,5624,5624,0,0,88,63.90909090909091,58,0.9772727272727273,253716,4612,18.12370307557285,744.1055527329445,5253,12.607087029144168,271.51291555538774,6.84099043533206,0.9632356073707342,1.2529615834355354,4195455488,0,4633,12230.0,20.0,1518,1135.0,405.0,434.0,489.0,486.0,2675.0
srt_h1024,srt,1024,44,80.60458129928652,0.8611051242362798,293,21005,293,845,4130,0.7839787395596052,0.8301507537688442,0.8,5268,5268,0,0,83,63.46987951807229,37,0.9759036144578314,258984,4695,16.235271215438843,760.3408239483833,5326,12.73888879455626,284.251804349944,6.125964131206274,0.8023935873061419,0.7947357054799795,4195480064,0,4716,12341.0,8.0,1424,1085.0,387.0,427.0,526.0,451.0,2392.0
srt_h1024,srt,1024,45,79.93003130178604,0.8881259056643097,422,21298,422,1076,4286,0.7410096818810512,0.7993286087280865,0.8,5784,5784,0,0,91,63.56043956043956,38,0.978021978021978,264768,4786,18.175957676023245,778.5167816244066,5431,13.132315956056118,297.3841203060001,6.64232287183404,0.8650904223322868,1.3840256854891777,4195504640,0,4807,12604.0,61.0,1443,1235.0,457.0,491.0,521.0,512.0,2568.0
srt_h1024,srt,1024,46,80.08276358402303,0.8873136348138346,509,21720,509,1142,4481,0.7307566862361383,0.7969055664236173,0.8,6132,6132,0,0,96,63.875,55,0.9791666666666666,270900,4882,19.090720638632774,797.6075022630394,5558,13.187955712899566,310.5720760188997,7.012720117345452,0.9392377231270075,1.2508951239287853,4195529216,0,4903,12975.0,188.0,1532,1413.0,442.0,570.0,576.0,555.0,2576.0
srt_h1024,srt,1024,47,79.52742020807618,0.944558405167314,451,22229,451,1107,4342,0.7359322033898306,0.7968434575151404,0.8,5900,5900,0,0,94,62.765957446808514,3,0.9787234042553191,276800,4976,18.41321170143783,816.0207139644772,5671,13.640236843377352,324.21231286227703,6.7123715076595545,0.9222912583500147,1.2607185188680887,4195553792,0,4997,13454.0,100.0,1580,1358.0,408.0,461.0,483.0,521.0,2669.0
srt_h1024,srt,1024,48,79.03560318008988,0.9803205716025979,458,22680,458,1111,4359,0.7353238866396761,0.7968921389396709,0.8,5928,5928,0,0,94,63.06382978723404,10,0.9787234042553191,282728,5070,18.67070815525949,834.6914221197367,5786,14.032904468476772,338.2452173307538,6.606559069827199,0.9391658902168274,1.5701707173138857,4195578368,0,5091,13887.0,113.0,1623,1413.0,463.0,508.0,514.0,536.0,2494.0
srt_h1024,srt,1024,49,79.06621392190152,0.9433418426221157,418,23138,418,1074,4276,0.7413314840499307,0.7992523364485982,0.8,5768,5768,0,0,91,63.38461538461539,34,0.978021978021978,288496,5161,18.146616084501147,852.8380382042378,5890,14.15882115997374,352.40403849072754,6.5642670430243015,0.9662733636796474,1.3324380852282047,4195602944,0,5182,14269.0,82.0,1674,1352.0,401.0,477.0,566.0,483.0,2489.0
srt_h1024,srt,1024,50,79.26666666666667,0.9585131540874331,444,23556,444,1090,4338,0.7387602179836512,0.7991893883566691,0.8,5872,5872,0,0,92,63.82608695652174,52,0.9782608695652174,294368,5253,18.2069988027215,871.0450370069593,6000,14.403145471587777,366.8071839623153,6.39856481552124,0.958028469234705,1.4131603688001633,4195627520,0,5274,14507.0,44.0,1707,1236.0,407.0,480.0,525.0,504.0,2720.0
uniform_h1024,uniform,1024,1,91.52542372881356,1.5257900142999998,475,0,475,1425,0,0.0,0.0,0.8,1900,1900,0,0,106,17.92452830188679,1,0.1320754716981132,1900,106,6.890303108841181,6.890303108841181,118,0.48271308094263077,0.48271308094263077,2.2164912279695272,0.052411410957574844,0.21911220252513885,4194422272,0,107,,,475,,,,,,
uniform_h1024,uniform,1024,2,89.91935483870968,0.5367430637338231,514,475,514,2244,1198,0.3028311425682508,0.34805345729227194,0.8,3956,3956,0,0,166,23.83132530120482,1,0.16265060240963855,5856,272,13.516056885942817,20.406359994783998,248,0.7007821574807167,1.1834952384233475,5.056336985900998,0.10248616524040699,0.2901557795703411,4194446848,0,273,,,548,,,,,,
uniform_h1024,uniform,1024,3,88.57868020304568,0.4049065267225625,586,989,586,3258,2456,0.3898412698412698,0.42982149107455375,0.8,6300,6300,0,0,231,27.272727272727273,2,0.17316017316017315,12156,503,20.02391937188804,40.43027936667204,394,0.9766041971743107,2.160099435597658,8.369685443118215,0.15196595340967178,0.5723416078835726,4194471424,0,504,,,620,,,,,,
uniform_h1024,uniform,1024,4,91.57894736842105,0.3616080608992547,704,1575,704,3288,2920,0.4224537037037037,0.47036082474226804,0.8,6912,6912,0,0,205,33.71707317073171,8,0.2146341463414634,19068,708,20.89964297041297,61.32992233708501,570,1.4122696332633495,3.5723690688610077,8.879566451534629,0.15375854820013046,0.5118091404438019,4194496000,0,709,,,787,,,,,,
uniform_h1024,uniform,1024,5,91.54727793696276,0.3299717778225913,516,2279,516,2295,3349,0.5436688311688311,0.5933734939759037,0.8,6160,6160,0,0,177,34.80225988700565,4,0.20903954802259886,25228,885,17.804759915918112,79.13468225300312,698,1.6350490301847458,5.2074180990457535,7.10201832652092,0.1376982033252716,0.4691680856049061,4194520576,0,886,,,703,,,,,,
uniform_h1024,uniform,1024,6,91.0757946210269,0.3511652854294381,482,2795,482,1939,3603,0.5981075697211156,0.6501263081919885,0.8,6024,6024,0,0,164,36.73170731707317,10,0.25,31252,1049,17.629539081826806,96.76422133482993,818,1.9299407061189413,7.137358805164695,7.227960053831339,0.13025319576263428,0.44355651922523975,4194545152,0,1050,,,666,,,,,,
uniform_h1024,uniform,1024,7,89.60342979635584,0.39280533525635375,461,3277,461,1802,3677,0.619023569023569,0.6711078663989779,0.8,5940,5940,0,0,120,49.5,13,0.4666666666666667,37192,1169,16.618155183270574,113.3823765181005,933,2.1071312818676233,9.244490087032318,6.719557134434581,0.1166073177009821,0.44141288846731186,4194569728,0,1170,,,665,,,,,,
uniform_h1024,uniform,1024,8,90.33771106941839,0.3681097945087327,535,3738,535,1844,3857,0.618505452212957,0.6765479740396422,0.8,6236,6236,0,0,117,53.2991452991453,1,0.452991452991453,43428,1286,17.331679550930858,130.71405606903136,1066,2.4212312269955873,11.665721314027905,7.037010310217738,0.11654490791261196,0.33412459306418896,4194594304,0,1287,,,798,,,,,,
uniform_h1024,uniform,1024,9,89.91666666666667,0.391434862407569,529,4273,529,1653,4030,0.6487443657437219,0.7091325004399085,0.8,6212,6212,0,0,103,60.310679611650485,8,0.7378640776699029,49640,1389,16.989281302317977,147.70333737134933,1200,2.676609616726637,14.342330930754542,6.508326418697834,0.11658590845763683,0.392370680347085,4194618880,0,1390,,,837,,,,,,
uniform_h1024,uniform,1024,10,88.49028400597908,0.46169807511277255,547,4802,547,1166,4571,0.7274029280712921,0.7967578873975946,0.8,6284,6284,0,0,99,63.474747474747474,35,0.9797979797979798,55924,1488,17.411579005420208,165.11491637676954,1338,2.8832060415297747,17.225536972284317,6.807210234925151,0.11867175064980984,0.37161641009151936,4194643456,0,1489,,,855,,,,,,
uniform_h1024,uniform,1024,11,88.03894297635605,0.4513652878724144,395,5349,395,1060,4221,0.7436575052854123,0.7992804393107366,0.8,5676,5676,0,0,90,63.06666666666667,11,0.9777777777777777,61600,1578,15.858384622260928,180.97330099903047,1438,3.126320380717516,20.351857353001833,6.038410035893321,0.10545627027750015,0.5508297644555569,4194668032,0,1579,,,746,,,,,,
uniform_h1024,uniform,1024,12,87.64478764478764,0.46305056105246567,461,5744,461,1113,4366,0.735016835016835,0.7968607410111335,0.8,5940,5940,0,0,94,63.191489361702125,13,0.9787234042553191,67540,1672,16.59615129418671,197.56945229321718,1554,3.4679720643907785,23.81982941739261,6.443619158118963,0.11152342520654202,0.4848416931927204,4194692608,0,1673,,,787,,,,,,
uniform_h1024,uniform,1024,13,88.3402736466389,0.45151108656814815,511,6205,511,1144,4485,0.7304560260586319,0.7967667436489607,0.8,6140,6140,0,0,96,63.958333333333336,61,0.9791666666666666,73680,1768,16.968030678108335,214.53748297132552,1681,3.719811847433448,27.53964126482606,6.397003974765539,0.11528865806758404,0.5471423640847206,4194717184,0,1769,,,882,,,,,,
uniform_h1024,uniform,1024,14,87.42415885273029,0.4855191414607636,526,6716,526,1153,4521,0.7291935483870968,0.7967923863235813,0.8,6200,6200,0,0,98,63.265306122448976,14,0.9795918367346939,79880,1866,17.709237890318036,232.24672086164355,1813,3.944344613701105,31.483985878527164,6.9969742726534605,0.11773538775742054,0.6402647458016872,4194741760,0,1867,,,970,,,,,,
uniform_h1024,uniform,1024,15,86.72887506480042,0.49171818151427116,465,7242,465,1116,4375,0.734553391537945,0.7967583318156984,0.8,5956,5956,0,0,94,63.361702127659576,17,0.9787234042553191,85836,1960,16.61544270813465,248.8621635697782,1929,4.190260356292129,35.67424623481929,6.350484596565366,0.11183834262192249,0.5309689678251743,4194766336,0,1961,,,1015,,,,,,
