condition,image_id,image,arrival_stage,stage,exposure,kind,step,presentations,clock,confidence,quality,previous_quality,step_gap,presentation_gap,stage_gap,clock_gap,due_before,lateness,ease_before,ease_after,successes_before,successes_after,interval_before,interval_after,due_after,stage_position
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,2,13,historical,239,5460,258,1.0,5.0,5.0,8.0,60.0,0.0,8,258,0,1.4,1.5,1.0,2.0,8,48,306,1.8012048192771084
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,3,14,historical,286,6634,306,0.02682608552277088,0.0,5.0,47.0,1174.0,1.0,48,306,0,1.5,1.3,2.0,0.0,48,8,314,2.0606060606060606
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,3,15,historical,294,7146,314,0.31367170810699463,2.0,0.0,8.0,512.0,0.0,8,314,0,1.3,1.3,0.0,0.0,8,8,322,2.0952380952380953
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,3,16,historical,302,7658,322,0.7501115202903748,4.0,2.0,8.0,512.0,0.0,8,322,0,1.3,1.3,0.0,1.0,8,8,330,2.1298701298701297
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,3,17,historical,310,8170,330,0.9954879283905029,5.0,4.0,8.0,512.0,0.0,8,330,0,1.3,1.4,1.0,2.0,8,48,378,2.1645021645021645
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,3,18,historical,358,9700,378,0.9963493347167969,5.0,5.0,48.0,1530.0,0.0,48,378,0,1.4,1.5,2.0,3.0,48,72,450,2.3722943722943723
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,3,19,historical,430,10809,450,0.9910011291503906,5.0,5.0,72.0,1109.0,0.0,72,450,0,1.5,1.6,3.0,4.0,72,116,566,2.683982683982684
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,4,20,historical,546,14791,566,0.9994288086891174,5.0,5.0,116.0,3982.0,1.0,116,566,0,1.6,1.7,4.0,5.0,116,198,764,3.209756097560976
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,4,5,historical,567,15384,587,0.9922299385070801,5.0,5.0,391.0,10956.0,2.0,392,587,0,2.9,3.0,4.0,5.0,392,1176,1763,3.3121951219512193
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,5,21,historical,744,21248,764,0.7571942210197449,4.0,5.0,198.0,6457.0,1.0,198,764,0,1.7,1.7,5.0,6.0,198,337,1101,4.203389830508475
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,7,22,historical,1081,33185,1101,0.5533715486526489,3.0,4.0,337.0,11937.0,2.0,337,1101,0,1.7,1.56,6.0,7.0,337,526,1627,6.266666666666667
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,12,23,historical,1621,64237,1641,0.9998190999031067,5.0,3.0,540.0,31052.0,5.0,540,1627,14,1.56,1.66,7.0,8.0,526,874,2515,11.457446808510639
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,13,6,historical,1747,72275,1767,0.0004910099087283015,0.0,5.0,1180.0,56891.0,9.0,1180,1763,4,3.0,2.2,5.0,0.0,1176,8,1775,12.78125
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,14,7,historical,1785,74654,1805,0.2700030207633972,2.0,0.0,38.0,2379.0,1.0,38,1775,30,2.2,1.88,0.0,0.0,8,8,1813,13.173469387755102
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,14,8,historical,1800,75614,1820,0.992608904838562,5.0,2.0,15.0,960.0,0.0,15,1813,7,1.88,1.98,0.0,1.0,8,8,1828,13.326530612244898
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,14,9,historical,1858,79326,1878,0.0009944738121703267,0.0,5.0,58.0,3712.0,0.0,58,1828,50,1.98,1.3,1.0,0.0,8,8,1886,13.918367346938776
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,14,10,historical,1866,79838,1886,0.09542609751224518,0.0,0.0,8.0,512.0,0.0,8,1886,0,1.3,1.3,0.0,0.0,8,8,1894,14.0
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,15,11,historical,1880,80665,1900,0.9118366837501526,5.0,0.0,14.0,827.0,1.0,14,1894,6,1.3,1.4,0.0,1.0,8,8,1908,14.148936170212766
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,15,12,historical,1888,81177,1908,0.012086644768714905,0.0,5.0,8.0,512.0,0.0,8,1908,0,1.4,1.3,1.0,0.0,8,8,1916,14.23404255319149
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,16,1,introduction,1964,86028,1984,0.02231828309595585,0.0,,,,,,,,2.5,1.7,0.0,0.0,0,8,1992,15.040816326530612
srt_h1024,06b7f584df5abf3344a49415149f911ecdf95d43ecbd01d61125232c58cc684d,621,16,16,1,introduction,1965,86092,1985,0.037607111036777496,0.0,,,,,,,,2.5,1.7,0.0,0.0,0,8,1993,15.051020408163266
srt_h1024,06b7f584df5abf3344a49415149f911ecdf95d43ecbd01d61125232c58cc684d,621,16,16,2,current_review,2001,88349,2021,0.9745821356773376,5.0,0.0,36.0,2257.0,0.0,36,1993,28,1.7,1.8,0.0,1.0,8,8,2029,15.418367346938776
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,16,2,current_review,2034,90461,2054,1.0,5.0,0.0,70.0,4433.0,0.0,70,1992,62,1.7,1.8,0.0,1.0,8,8,2062,15.755102040816327
srt_h1024,06b7f584df5abf3344a49415149f911ecdf95d43ecbd01d61125232c58cc684d,621,16,16,3,current_review,2035,90525,2055,0.9738014340400696,5.0,5.0,34.0,2176.0,0.0,34,2029,26,1.8,1.9,1.0,2.0,8,48,2103,15.76530612244898
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,16,3,current_review,2058,91997,2078,0.13209591805934906,1.0,5.0,24.0,1536.0,0.0,24,2062,16,1.8,1.3,1.0,0.0,8,8,2086,16.0
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,17,4,historical,2071,92802,2091,0.999994158744812,5.0,1.0,13.0,805.0,1.0,13,2086,5,1.3,1.4,0.0,1.0,8,8,2099,16.135416666666668
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,17,13,historical,2079,93314,2099,0.9696065783500671,5.0,0.0,191.0,12137.0,2.0,191,1916,183,1.3,1.4,0.0,1.0,8,8,2107,16.21875
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,17,5,historical,2093,94210,2113,0.9923490285873413,5.0,5.0,22.0,1408.0,0.0,22,2099,14,1.4,1.5,1.0,2.0,8,48,2161,16.364583333333332
srt_h1024,06b7f584df5abf3344a49415149f911ecdf95d43ecbd01d61125232c58cc684d,621,16,17,4,historical,2120,95938,2140,0.9965478777885437,5.0,5.0,85.0,5413.0,1.0,85,2103,37,1.9,2.0,2.0,3.0,48,96,2236,16.645833333333332
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,17,14,historical,2127,96386,2147,0.1374635398387909,1.0,5.0,48.0,3072.0,0.0,48,2107,40,1.4,1.3,1.0,0.0,8,8,2155,16.71875
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,18,15,historical,2165,98751,2185,0.0390397384762764,0.0,1.0,38.0,2365.0,1.0,38,2155,30,1.3,1.3,0.0,0.0,8,8,2193,17.12087912087912
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,18,16,historical,2211,101695,2231,0.9998044967651367,5.0,0.0,46.0,2944.0,0.0,46,2193,38,1.3,1.4,0.0,1.0,8,8,2239,17.626373626373628
srt_h1024,06b7f584df5abf3344a49415149f911ecdf95d43ecbd01d61125232c58cc684d,621,16,18,5,historical,2231,102975,2251,0.9689526557922363,5.0,5.0,111.0,7037.0,1.0,111,2236,15,2.0,2.1,3.0,4.0,96,202,2453,17.846153846153847
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,18,6,historical,2232,103039,2252,1.0,5.0,5.0,139.0,8829.0,1.0,139,2161,91,1.5,1.6,2.0,3.0,48,77,2329,17.857142857142858
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,19,17,historical,2273,105637,2293,7.4074696385650896e-06,0.0,5.0,62.0,3942.0,1.0,62,2239,54,1.4,1.3,1.0,0.0,8,8,2301,18.304347826086957
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,19,7,historical,2317,108453,2337,1.0,5.0,5.0,85.0,5414.0,1.0,85,2329,8,1.6,1.7,3.0,4.0,77,131,2468,18.782608695652176
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,20,18,historical,2418,114830,2438,0.34346795082092285,2.0,0.0,145.0,9193.0,1.0,145,2301,137,1.3,1.3,0.0,0.0,8,8,2446,19.89010989010989
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,21,19,historical,2468,117907,2488,0.00030003904248587787,0.0,2.0,50.0,3077.0,1.0,50,2446,42,1.3,1.3,0.0,0.0,8,8,2496,20.392156862745097
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,22,20,historical,2539,122364,2559,0.5786181688308716,3.0,0.0,71.0,4457.0,1.0,71,2496,63,1.3,1.3,0.0,1.0,8,8,2567,21.094736842105263
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,22,21,historical,2547,122876,2567,0.0015058197313919663,0.0,3.0,8.0,512.0,0.0,8,2567,0,1.3,1.3,1.0,0.0,8,8,2575,21.178947368421053
srt_h1024,06b7f584df5abf3344a49415149f911ecdf95d43ecbd01d61125232c58cc684d,621,16,22,6,historical,2552,123196,2572,0.9944074153900146,5.0,5.0,321.0,20221.0,4.0,321,2453,119,2.1,2.2,4.0,5.0,202,445,3017,21.231578947368423
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,22,24,historical,2620,127548,2640,0.9995082020759583,5.0,5.0,999.0,63311.0,10.0,999,2515,125,1.66,1.76,8.0,9.0,874,1539,4179,21.94736842105263
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,23,8,historical,2665,130352,2685,0.9999993443489075,5.0,5.0,348.0,21899.0,4.0,348,2468,217,1.7,1.8,4.0,5.0,131,236,2921,22.425531914893618
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,25,22,historical,2884,144207,2904,0.23767253756523132,1.0,0.0,337.0,21331.0,3.0,337,2575,329,1.3,1.3,0.0,0.0,8,8,2912,24.951219512195124
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,26,9,historical,2952,148485,2972,1.0,5.0,5.0,287.0,18133.0,3.0,287,2921,51,1.8,1.9,5.0,6.0,236,449,3421,25.666666666666668
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,28,23,historical,3123,159208,3143,0.04771161824464798,0.0,1.0,239.0,15001.0,3.0,239,2912,231,1.3,1.3,0.0,0.0,8,8,3151,27.5
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,28,24,historical,3131,159720,3151,0.9991729855537415,5.0,0.0,8.0,512.0,0.0,8,3151,0,1.3,1.4,0.0,1.0,8,8,3159,27.58888888888889
srt_h1024,06b7f584df5abf3344a49415149f911ecdf95d43ecbd01d61125232c58cc684d,621,16,28,7,historical,3160,161576,3180,0.9987376928329468,5.0,5.0,608.0,38380.0,6.0,608,3017,163,2.2,2.3,5.0,6.0,445,1024,4204,27.91111111111111
srt_h1024,d00bf7b0c3d071aab64f68b34e4c8ebaae5fcd779c5f91ec2e8d77e61c494039,19556,31,31,1,introduction,3384,175716,3404,0.003048601793125272,0.0,,,,,,,,2.5,1.7,0.0,0.0,0,8,3412,30.03191489361702
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,31,1,introduction,3388,175972,3408,0.0011728834360837936,0.0,,,,,,,,2.5,1.7,0.0,0.0,0,8,3416,30.074468085106382
srt_h1024,d00bf7b0c3d071aab64f68b34e4c8ebaae5fcd779c5f91ec2e8d77e61c494039,19556,31,31,2,current_review,3407,177134,3427,0.9999982118606567,5.0,0.0,23.0,1418.0,0.0,23,3412,15,1.7,1.8,0.0,1.0,8,8,3435,30.27659574468085
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,31,25,historical,3414,177582,3434,0.9918726086616516,5.0,5.0,283.0,17862.0,3.0,283,3159,275,1.4,1.5,1.0,2.0,8,48,3482,30.351063829787233
srt_h1024,d00bf7b0c3d071aab64f68b34e4c8ebaae5fcd779c5f91ec2e8d77e61c494039,19556,31,31,3,current_review,3426,178350,3446,0.9996911287307739,5.0,5.0,19.0,1216.0,0.0,19,3435,11,1.8,1.9,1.0,2.0,8,48,3494,30.47872340425532
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,31,2,current_review,3440,179246,3460,0.00027951435185968876,0.0,0.0,52.0,3274.0,0.0,52,3416,44,1.7,1.3,0.0,0.0,8,8,3468,30.627659574468083
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,31,3,current_review,3450,179886,3470,0.0032127187587320805,0.0,0.0,10.0,640.0,0.0,10,3468,2,1.3,1.3,0.0,0.0,8,8,3478,30.73404255319149
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,31,4,current_review,3459,180462,3479,0.0003315404464956373,0.0,0.0,9.0,576.0,0.0,9,3478,1,1.3,1.3,0.0,0.0,8,8,3487,30.829787234042552
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,31,5,current_review,3468,181038,3488,0.5500146150588989,3.0,0.0,9.0,576.0,0.0,9,3487,1,1.3,1.3,0.0,1.0,8,8,3496,30.925531914893618
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,32,10,historical,3537,185380,3557,0.9999993443489075,5.0,5.0,585.0,36895.0,6.0,585,3421,136,1.9,2.0,6.0,7.0,449,898,4455,31.681318681318682
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,33,26,historical,3577,187879,3597,0.1239398941397667,1.0,5.0,163.0,10297.0,2.0,163,3482,115,1.5,1.3,2.0,0.0,48,8,3605,32.119565217391305
srt_h1024,d00bf7b0c3d071aab64f68b34e4c8ebaae5fcd779c5f91ec2e8d77e61c494039,19556,31,34,4,historical,3673,193970,3693,0.995589017868042,5.0,5.0,247.0,15620.0,3.0,247,3494,199,1.9,2.0,2.0,3.0,48,96,3789,33.18072289156626
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,35,6,historical,3759,199411,3779,0.0006734021590091288,0.0,3.0,291.0,18373.0,4.0,291,3496,283,1.3,1.3,1.0,0.0,8,8,3787,34.18
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,35,7,historical,3791,201459,3811,0.005611877888441086,0.0,0.0,32.0,2048.0,0.0,32,3787,24,1.3,1.3,0.0,0.0,8,8,3819,34.5
srt_h1024,d00bf7b0c3d071aab64f68b34e4c8ebaae5fcd779c5f91ec2e8d77e61c494039,19556,31,36,5,historical,3907,208823,3927,0.024054722860455513,0.0,5.0,234.0,14853.0,2.0,234,3789,138,2.0,1.3,3.0,0.0,96,8,3935,35.63461538461539
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,36,8,historical,3928,210167,3948,0.16568070650100708,1.0,0.0,137.0,8708.0,1.0,137,3819,129,1.3,1.3,0.0,0.0,8,8,3956,35.83653846153846
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,37,27,historical,3997,214512,4017,0.9654718041419983,5.0,1.0,420.0,26633.0,4.0,420,3605,412,1.3,1.4,0.0,1.0,8,8,4025,36.5
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,38,28,historical,4130,222999,4150,0.8974923491477966,4.0,5.0,133.0,8487.0,1.0,133,4025,125,1.4,1.4,1.0,2.0,8,48,4198,37.81
srt_h1024,fd8d35f3e0c95e260870c86a4f23a1f41c9f064254047eba43f7d58e05fe2ada,23781,1,39,25,historical,4166,225247,4186,0.8843305110931396,4.0,5.0,1546.0,97699.0,17.0,1546,4179,7,1.76,1.76,9.0,10.0,1539,2709,6895,38.180851063829785
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,40,9,historical,4291,233194,4311,0.0013247549068182707,0.0,1.0,363.0,23027.0,4.0,363,3956,355,1.3,1.3,0.0,0.0,8,8,4319,39.484848484848484
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,40,10,historical,4340,236330,4360,0.031114233657717705,0.0,0.0,49.0,3136.0,0.0,49,4319,41,1.3,1.3,0.0,0.0,8,8,4368,39.97979797979798
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,41,29,historical,4359,237521,4379,0.8955422043800354,4.0,4.0,229.0,14522.0,3.0,229,4198,181,1.4,1.4,2.0,3.0,48,68,4447,40.204819277108435
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,42,30,historical,4471,244656,4491,0.9912482500076294,5.0,4.0,112.0,7135.0,1.0,112,4447,44,1.4,1.5,3.0,4.0,68,102,4593,41.464646464646464
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,42,11,historical,4499,246448,4519,0.3133906424045563,2.0,0.0,159.0,10118.0,2.0,159,4368,151,1.3,1.3,0.0,0.0,8,8,4527,41.74747474747475
srt_h1024,06b7f584df5abf3344a49415149f911ecdf95d43ecbd01d61125232c58cc684d,621,16,45,8,historical,4721,260558,4741,0.9866487383842468,5.0,5.0,1561.0,98982.0,17.0,1561,4204,537,2.3,2.4,6.0,7.0,1024,2458,7199,44.285714285714285
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,45,11,historical,4744,262030,4764,0.39093124866485596,2.0,5.0,1207.0,76650.0,13.0,1207,4455,309,2.0,1.68,7.0,0.0,898,8,4772,44.53846153846154
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,46,31,historical,4798,265469,4818,0.8984408378601074,4.0,5.0,327.0,20813.0,4.0,327,4593,225,1.5,1.5,4.0,5.0,102,153,4971,45.125
srt_h1024,9d69c722c9b25f6dcb19b7ae61386d9cf7ae5cd29d45c6b238050ad7c7421850,14792,16,46,12,historical,4835,267837,4855,0.9999337792396545,5.0,2.0,91.0,5807.0,1.0,91,4772,83,1.68,1.78,0.0,1.0,8,8,4863,45.510416666666664
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,47,12,historical,4963,275959,4983,0.14516372978687286,1.0,2.0,464.0,29511.0,5.0,464,4527,456,1.3,1.3,0.0,0.0,8,8,4991,46.861702127659576
srt_h1024,d00bf7b0c3d071aab64f68b34e4c8ebaae5fcd779c5f91ec2e8d77e61c494039,19556,31,48,6,historical,5026,279882,5046,0.9996213316917419,5.0,0.0,1119.0,71059.0,12.0,1119,3935,1111,1.3,1.4,0.0,1.0,8,8,5054,47.53191489361702
srt_h1024,17b5eda6ec97c8c626cc77506b631234783cbfeaa50aac8c22fcc69e6eb2d4e7,2202,1,48,32,historical,5043,280970,5063,0.9837862253189087,5.0,4.0,245.0,15501.0,2.0,245,4971,92,1.5,1.6,5.0,6.0,153,245,5308,47.712765957446805
srt_h1024,624fe3a5df7cab3354a330199f33c7c9705b3dcf77d2902d017a956372df4e23,9130,31,49,13,historical,5128,286346,5148,0.01217493787407875,0.0,1.0,165.0,10387.0,2.0,165,4991,157,1.3,1.3,0.0,0.0,8,8,5156,48.637362637362635
srt_h1024,7a825c63ce81a54b0428e3f4a4adf897ac58ad481fa2af55f454206ede440c47,11390,50,50,1,introduction,5162,288496,5182,0.0003076631692238152,0.0,,,,,,,,2.5,1.7,0.0,0.0,0,8,5190,49.01086956521739
srt_h1024,daca3ccd3198e2905b866a05fef2e67fad5267562c93df747427f480b252a060,20592,50,50,1,introduction,5164,288624,5184,2.694899740163237e-05,0.0,,,,,,,,2.5,1.7,0.0,0.0,0,8,5192,49.03260869565217
srt_h1024,daca3ccd3198e2905b866a05fef2e67fad5267562c93df747427f480b252a060,20592,50,50,2,current_review,5172,289132,5192,0.8433715105056763,4.0,0.0,8.0,508.0,0.0,8,5192,0,1.7,1.7,0.0,1.0,8,8,5200,49.119565217391305
